entry_date,exit_date,direction,entry_price,exit_price,pnl,pnl_pct,confidence,bars_held,reason,is_winner,balance_after
2023-04-23 05:00:00,2023-04-23 05:00:00,SHORT,1.1380268435133933,1.1380620159570072,-24094.150764502923,-113.80268435133934,1.0,1,Stop Loss,False,81765.17453101397
2023-04-23 08:00:00,2023-04-23 08:00:00,SHORT,1.1381578407302348,1.1389923191973337,-18612.33489822993,-113.81578407302347,1.0,10,Stop Loss,False,63152.83963278404
2023-04-24 00:00:00,2023-04-24 00:00:00,SHORT,1.1428396735973951,1.1427118211311353,14434.71412653591,114.28396735973949,1.0,1,Stop Loss,True,77587.55375931994
2023-04-24 04:00:00,2023-04-24 04:00:00,SHORT,1.1460267002013427,1.1452997797243853,17783.481642297542,114.60267002013427,1.0,1,Stop Loss,True,95371.03540161748
2023-04-24 15:00:00,2023-04-24 15:00:00,SHORT,1.14581872025779,1.1478059414242272,-21855.583546708345,-114.581872025779,1.0,6,Stop Loss,False,73515.45185490913
2023-04-25 01:00:00,2023-04-25 01:00:00,SHORT,1.1480020977982748,1.1430364793226977,66631.2898511574,453.17880914791635,1.0,27,Take Profit,True,140146.74170606653
2023-04-26 05:00:00,2023-04-26 05:00:00,SHORT,1.1422148454271086,1.1385565027446862,52218.966942711464,186.30103813698247,1.0,10,Take Profit,True,192365.708648778
2023-04-26 16:00:00,2023-04-26 16:00:00,SHORT,1.1387652960621932,1.1389650859152194,-43811.87863232786,-113.87652960621932,1.0,7,Stop Loss,False,148553.83001645014
2023-04-27 02:00:00,2023-04-27 02:00:00,SHORT,1.1380544426185824,1.1393254603480458,-33812.46924364536,-113.80544426185824,0.95,11,Stop Loss,False,114741.36077280478
2023-04-27 18:00:00,2023-04-27 18:00:00,SHORT,1.1382995104583873,1.1395312783045768,-26122.006959402577,-113.82995104583873,1.0,6,Stop Loss,False,88619.35381340221
2023-04-28 05:00:00,2023-04-28 05:00:00,SHORT,1.1388890056202545,1.1404544647556019,-20185.52154865103,-113.88890056202546,1.0,5,Stop Loss,False,68433.83226475118
2023-04-28 16:00:00,2023-04-28 16:00:00,SHORT,1.1439865404616913,1.1368104314260694,180242.19833060834,1316.9085550645632,1.0,33,Take Profit,True,248676.0305953595
2023-04-30 02:00:00,2023-04-30 02:00:00,SHORT,1.1361050199913654,1.1321646914646233,112515.33858259874,226.22875697594145,1.0,5,Take Profit,True,361191.36917795823
2023-04-30 08:00:00,2023-04-30 08:00:00,SHORT,1.131482260650438,1.1331009380769534,-81736.32538498064,-113.1482260650438,1.0,37,Stop Loss,False,279455.0437929776
2023-05-01 23:00:00,2023-05-01 23:00:00,SHORT,1.1342187210501982,1.134210725018765,63392.62847237963,113.42187210501982,1.0,2,Stop Loss,True,342847.6722653572
2023-05-02 02:00:00,2023-05-02 02:00:00,SHORT,1.134286743827752,1.1348302433170918,-77777.51396055927,-113.4286743827752,1.0,4,Stop Loss,False,265070.15830479795
2023-05-02 11:00:00,2023-05-02 11:00:00,SHORT,1.137133150166053,1.1371803528075037,-60284.012825629856,-113.7133150166053,1.0,1,Stop Loss,False,204786.1454791681
2023-05-02 13:00:00,2023-05-02 13:00:00,LONG,1.138998495555886,1.1365414974723884,-46650.22232229227,-113.89984955558863,1.0,4,Stop Loss,False,158135.92315687583
2023-05-02 18:00:00,2023-05-02 18:00:00,SHORT,1.1377535444108504,1.137510662583298,35983.94141408347,113.77535444108504,1.0,1,Stop Loss,True,194119.8645709593
2023-05-02 20:00:00,2023-05-02 20:00:00,SHORT,1.1374362493646044,1.1379463507269172,-44159.79413695138,-113.74362493646044,1.0,1,Stop Loss,False,149960.0704340079
2023-05-02 22:00:00,2023-05-02 22:00:00,SHORT,1.1376029716136657,1.1329935978698256,211140.348510856,703.9885614209929,1.0,5,Take Profit,True,361100.41894486395
2023-05-03 05:00:00,2023-05-03 05:00:00,LONG,1.1338773194651621,1.1317764784595172,-81888.71501818989,-113.38773194651621,1.0,19,Stop Loss,False,279211.7039266741
2023-05-04 04:00:00,2023-05-04 04:00:00,LONG,1.1334428019961964,1.1309202812777752,-63294.09920975637,-113.34428019961965,1.0,43,Stop Loss,False,215917.60471691773
2023-05-06 03:00:00,2023-05-06 03:00:00,SHORT,1.128988772428101,1.1294693161456337,-48753.71029899377,-112.89887724281007,1.0,14,Stop Loss,False,167163.89441792396
2023-05-06 20:00:00,2023-05-06 20:00:00,SHORT,1.1294997803344318,1.130139475849453,-37762.31640497866,-112.94997803344317,1.0,9,Stop Loss,False,129401.5780129453
2023-05-07 06:00:00,2023-05-07 06:00:00,SHORT,1.1276784974643437,1.1307507418023397,-29184.675412630648,-112.76784974643436,1.0,22,Stop Loss,False,100216.90260031466
2023-05-08 22:00:00,2023-05-08 22:00:00,SHORT,1.1392502426720084,1.1400871925374143,-22834.4261214491,-113.92502426720084,1.0,6,Stop Loss,False,77382.47647886556
2023-05-09 06:00:00,2023-05-09 06:00:00,SHORT,1.1401893556944134,1.140649840756404,-17646.135199695163,-114.01893556944131,1.0,2,Stop Loss,False,59736.341279170396
2023-05-09 14:00:00,2023-05-09 14:00:00,SHORT,1.141541502726705,1.1369200881077453,32679.284823534694,273.5293468243401,1.0,48,Take Profit,True,92415.6261027051
2023-05-11 15:00:00,2023-05-11 15:00:00,SHORT,1.1362205889681791,1.1377575932165502,-21000.907424055724,-113.62205889681792,1.0,29,Stop Loss,False,71414.71867864937
2023-05-12 21:00:00,2023-05-12 21:00:00,LONG,1.1377389888488993,1.1364411351501322,-16250.261963675028,-113.77389888488993,1.0,3,Stop Loss,False,55164.45671497434
2023-05-13 10:00:00,2023-05-13 10:00:00,LONG,1.1379727533434478,1.1377813220983881,-12555.12973892696,-113.79727533434479,0.95,1,Stop Loss,False,42609.32697604738
2023-05-13 13:00:00,2023-05-13 13:00:00,LONG,1.138285493133188,1.1448685912192866,39686.07675290422,465.69706176318573,1.0,12,Take Profit,True,82295.4037289516
2023-05-14 05:00:00,2023-05-14 05:00:00,SHORT,1.1489702028773503,1.1487735750356856,18910.993343665396,114.89702028773503,1.0,1,Stop Loss,True,101206.397072617
2023-05-14 10:00:00,2023-05-14 10:00:00,SHORT,1.1500795101981571,1.1504137355524313,-23279.08071483911,-115.00795101981569,1.0,4,Stop Loss,False,77927.31635777789
2023-05-14 18:00:00,2023-05-14 18:00:00,SHORT,1.1479278262522772,1.1492608459592741,-17890.9869744515,-114.79278262522774,1.0,1,Stop Loss,False,60036.32938332639
2023-05-14 20:00:00,2023-05-14 20:00:00,SHORT,1.148173317898083,1.1495920861575342,-13786.42230049521,-114.8173317898083,1.0,4,Stop Loss,False,46249.90708283118
2023-05-15 01:00:00,2023-05-15 01:00:00,SHORT,1.1485558097893458,1.1493496806530774,-10624.119896440634,-114.85558097893458,1.0,1,Stop Loss,False,35625.787186390546
2023-05-15 04:00:00,2023-05-15 04:00:00,SHORT,1.146815246555356,1.1491885406859572,-8171.239183177824,-114.68152465553561,1.0,4,Stop Loss,False,27454.548003212723
2023-05-15 11:00:00,2023-05-15 11:00:00,SHORT,1.150172798805008,1.1513812025955659,-6315.4948633563245,-115.0172798805008,1.0,10,Stop Loss,False,21139.053139856398
2023-05-16 06:00:00,2023-05-16 06:00:00,SHORT,1.1529744861355933,1.1532202353110252,-4874.5577862637865,-115.29744861355933,1.0,1,Stop Loss,False,16264.49535359261
2023-05-16 10:00:00,2023-05-16 10:00:00,SHORT,1.1527963957568992,1.1490547528399506,4668.643840935178,143.52255447950114,1.0,20,Take Profit,True,20933.139194527786
2023-05-17 07:00:00,2023-05-17 07:00:00,SHORT,1.1489964057391149,1.1507216303709118,-4810.420339069804,-114.89964057391148,1.0,4,Stop Loss,False,16122.718855457982
2023-05-17 13:00:00,2023-05-17 13:00:00,SHORT,1.1507932379529966,1.150756118393979,3710.783167255665,115.07932379529966,1.0,4,Stop Loss,True,19833.50202271365
2023-05-17 19:00:00,2023-05-17 19:00:00,SHORT,1.1499562997359456,1.1513121426894333,-4561.532119369036,-114.99562997359456,1.0,4,Stop Loss,False,15271.969903344612
2023-05-18 03:00:00,2023-05-18 03:00:00,LONG,1.1544337714039858,1.15719264655021,3883.5906390670843,127.14766541730039,1.0,14,Take Profit,True,19155.560542411695
2023-05-18 20:00:00,2023-05-18 20:00:00,SHORT,1.158216177793107,1.1577358919382725,4437.256022983306,115.8216177793107,1.0,1,Stop Loss,True,23592.816565395
2023-05-18 23:00:00,2023-05-18 23:00:00,SHORT,1.155583781476286,1.1584521085467425,-5452.695236463103,-115.55837814762859,1.0,6,Stop Loss,False,18140.1213289319
2023-05-19 07:00:00,2023-05-19 07:00:00,SHORT,1.1594750966002623,1.1588728903826562,4206.603786040759,115.94750966002623,1.0,1,Stop Loss,True,22346.725114972658
2023-05-19 10:00:00,2023-05-19 10:00:00,SHORT,1.1579055472344504,1.1536543620561401,8449.837141566799,189.06209071111888,1.0,17,Take Profit,True,30796.56225653946
2023-05-20 04:00:00,2023-05-20 04:00:00,SHORT,1.1524474591976068,1.1506424543387312,6637.08462978575,107.75690764602153,1.0,2,Take Profit,True,37433.64688632521
2023-05-20 11:00:00,2023-05-20 11:00:00,SHORT,1.149653118654018,1.1498100999815413,-8607.14177709141,-114.96531186540182,1.0,1,Stop Loss,False,28826.505109233796
2023-05-20 14:00:00,2023-05-20 14:00:00,SHORT,1.151750684864363,1.1510679013401859,6640.189400361218,115.1750684864363,1.0,1,Stop Loss,True,35466.694509595014
2023-05-20 21:00:00,2023-05-20 21:00:00,SHORT,1.151856879178189,1.1523486342384068,-8170.511210517664,-115.18568791781887,1.0,37,Stop Loss,False,27296.18329907735
2023-05-22 17:00:00,2023-05-22 17:00:00,SHORT,1.1540283419491575,1.1539937817343497,6300.113830834905,115.40283419491576,1.0,17,Stop Loss,True,33596.29712991226
2023-05-23 17:00:00,2023-05-23 17:00:00,SHORT,1.153605884662666,1.1546028848674743,-7751.3772143884435,-115.3605884662666,1.0,1,Stop Loss,False,25844.919915523817
2023-05-23 23:00:00,2023-05-23 23:00:00,SHORT,1.1558267339628303,1.1504047330076637,17739.1734556653,343.18491822855714,1.0,10,Take Profit,True,43584.09337118911
2023-05-24 10:00:00,2023-05-24 10:00:00,SHORT,1.1478561425047171,1.151110917956491,-10005.653858323709,-114.78561425047171,1.0,12,Stop Loss,False,33578.4395128654
2023-05-25 01:00:00,2023-05-25 01:00:00,SHORT,1.151384573677728,1.146890181543373,54728.543082036995,814.9357724183109,1.0,12,Take Profit,True,88306.9825949024
2023-05-25 14:00:00,2023-05-25 14:00:00,SHORT,1.1477538832668601,1.1483076350417174,-20270.936438575653,-114.77538832668601,1.0,3,Stop Loss,False,68036.04615632675
2023-05-25 18:00:00,2023-05-25 18:00:00,LONG,1.1473066285788125,1.1470454173380082,-15611.641347489543,-114.73066285788124,1.0,1,Stop Loss,False,52424.4048088372
2023-05-25 20:00:00,2023-05-25 20:00:00,SHORT,1.147018605206853,1.1476522148433514,-12026.353536526376,-114.70186052068527,1.0,1,Stop Loss,False,40398.051272310826
2023-05-25 23:00:00,2023-05-25 23:00:00,SHORT,1.1498633595827072,1.1483061970105268,9290.447791314757,114.9863359582707,1.0,1,Stop Loss,True,49688.49906362558
2023-05-26 02:00:00,2023-05-26 02:00:00,SHORT,1.1482875109180302,1.1493951589815004,-11411.3365822047,-114.82875109180301,1.0,11,Stop Loss,False,38277.162481420884
2023-05-26 19:00:00,2023-05-26 19:00:00,SHORT,1.1481654076865835,1.1461454246103786,8024.140140916691,104.81628758155045,1.0,3,Take Profit,True,46301.30262233758
2023-05-26 23:00:00,2023-05-26 23:00:00,SHORT,1.1476844567628575,1.1472598322091976,10627.857069506033,114.76844567628572,1.0,4,Stop Loss,True,56929.15969184361
2023-05-27 04:00:00,2023-05-27 04:00:00,LONG,1.1457509751952835,1.1461803840521338,13045.328046795568,114.57509751952834,1.0,1,Stop Loss,True,69974.48773863917
2023-05-27 10:00:00,2023-05-27 10:00:00,SHORT,1.1486904931748834,1.1481876743694737,16075.805766031453,114.86904931748833,1.0,1,Stop Loss,True,86050.29350467063
2023-05-27 14:00:00,2023-05-27 14:00:00,SHORT,1.1490410898507628,1.1511991767566414,-19775.06460611695,-114.90410898507628,1.0,3,Stop Loss,False,66275.22889855367
2023-05-27 20:00:00,2023-05-27 20:00:00,SHORT,1.1512623206803998,1.1513447917508348,-15260.03476507472,-115.12623206803998,1.0,1,Stop Loss,False,51015.19413347895
2023-05-28 01:00:00,2023-05-28 01:00:00,SHORT,1.1516917177080324,1.14648340621863,46194.54278474449,452.7527883543729,1.0,13,Take Profit,True,97209.73691822344
2023-05-28 15:00:00,2023-05-28 15:00:00,SHORT,1.1474109237775365,1.1473532241794424,22307.90280750201,114.74109237775365,1.0,1,Stop Loss,True,119517.63972572546
2023-05-28 23:00:00,2023-05-28 23:00:00,SHORT,1.1513539895122087,1.151096630963633,27521.42226305937,115.13539895122086,1.0,1,Stop Loss,True,147039.06198878482
2023-05-29 03:00:00,2023-05-29 03:00:00,SHORT,1.1492754602761883,1.1510857577988907,-33797.67712914794,-114.92754602761886,1.0,7,Stop Loss,False,113241.38485963688
2023-05-29 12:00:00,2023-05-29 12:00:00,SHORT,1.1499711700247932,1.1521201660772555,-26044.86556845291,-114.99711700247934,1.0,11,Stop Loss,False,87196.51929118397
2023-05-30 01:00:00,2023-05-30 01:00:00,SHORT,1.1511123218738983,1.1524207325194802,-20074.59755611939,-115.11123218738983,1.0,91,Stop Loss,False,67121.92173506458
2023-06-02 21:00:00,2023-06-02 21:00:00,LONG,1.1518829490282843,1.150950562325185,-15463.319430526375,-115.18829490282843,1.0,22,Stop Loss,False,51658.6023045382
2023-06-03 20:00:00,2023-06-03 20:00:00,SHORT,1.1508155061351624,1.1521147051273777,-11889.90411146644,-115.08155061351624,1.0,4,Stop Loss,False,39768.69819307176
2023-06-04 07:00:00,2023-06-04 07:00:00,SHORT,1.1517914603951878,1.148483571520864,8778.947000079437,110.37508642423764,1.0,6,Take Profit,True,48547.6451931512
2023-06-04 14:00:00,2023-06-04 14:00:00,SHORT,1.1496310036078041,1.1422358632235277,102342.92004335216,1054.0461811914006,1.0,20,Take Profit,True,150890.56523650337
2023-06-05 11:00:00,2023-06-05 11:00:00,SHORT,1.1428571449756673,1.1439023461801443,-34489.272117990986,-114.28571449756673,1.0,14,Stop Loss,False,116401.29311851239
2023-06-06 03:00:00,2023-06-06 03:00:00,SHORT,1.1439087051274524,1.143605405097252,26630.490497271712,114.39087051274524,1.0,1,Stop Loss,True,143031.7836157841
2023-06-06 06:00:00,2023-06-06 06:00:00,SHORT,1.1453930617786512,1.1400751781967784,536352.7388430047,1874.94249629079,1.0,6,Take Profit,True,679384.5224587888
2023-06-06 13:00:00,2023-06-06 13:00:00,SHORT,1.1388944274686592,1.1346920025108451,236077.38887605313,173.74357309587774,1.0,6,Take Profit,True,915461.911334842
2023-06-06 20:00:00,2023-06-06 20:00:00,SHORT,1.1349666223454744,1.1357527387785835,-207803.74267872758,-113.49666223454744,1.0,5,Stop Loss,False,707658.1686561144
2023-06-07 08:00:00,2023-06-07 08:00:00,SHORT,1.1353726811909612,1.1324314691056196,661504.9655650556,467.39018559009463,1.0,4,Take Profit,True,1369163.13422117
2023-06-07 13:00:00,2023-06-07 13:00:00,SHORT,1.1310988521781684,1.1285568232119967,365059.1922765521,133.31471727224496,1.0,6,Take Profit,True,1734222.3264977222
2023-06-07 20:00:00,2023-06-07 20:00:00,SHORT,1.1285383782611564,1.1289493687735486,-391427.2903780058,-112.85383782611564,1.0,1,Stop Loss,False,1342795.0361197162
2023-06-07 23:00:00,2023-06-07 23:00:00,SHORT,1.128403141292585,1.1234654193298375,1445698.3658399058,538.3168417190274,1.0,8,Take Profit,True,2788493.4019596223
2023-06-08 08:00:00,2023-06-08 08:00:00,SHORT,1.1227781848997263,1.1244239232765827,-626171.9120914176,-112.27781848997265,1.0,8,Stop Loss,False,2162321.4898682046
2023-06-08 20:00:00,2023-06-08 20:00:00,SHORT,1.1250539253949368,1.1206682251405693,8477668.259923935,1960.31633123173,1.0,11,Take Profit,True,10639989.74979214
2023-06-09 08:00:00,2023-06-09 08:00:00,SHORT,1.122671445664803,1.122534330657042,2389042.5348515655,112.26714456648028,1.0,1,Stop Loss,True,13029032.284643706
2023-06-09 14:00:00,2023-06-09 14:00:00,SHORT,1.1218714750193266,1.1234903048799687,-2923379.9334495324,-112.18714750193266,1.0,2,Stop Loss,False,10105652.351194173
2023-06-09 18:00:00,2023-06-09 18:00:00,SHORT,1.122391850747009,1.118181677474983,7096320.198810895,351.106487349742,1.0,11,Take Profit,True,17201972.550005067
2023-06-10 06:00:00,2023-06-10 06:00:00,SHORT,1.1187938780829265,1.119112424608501,-3849092.3159792433,-111.87938780829263,1.0,1,Stop Loss,False,13352880.234025825
2023-06-10 11:00:00,2023-06-10 11:00:00,SHORT,1.1198660523856634,1.1152019076539894,12109808.781315504,453.4530591556297,1.0,13,Take Profit,True,25462689.015341327
